# snapshot_date: 2026-07-15
uid,code,name,latitude,longitude,district,municipality,parish,basin,altitude,coord_x,coord_y,aquifer_system,status
2028876,3/N1,A21,42.0474,-8.38867,VIANA DO CASTELO,MONÇÃO,SEGUDE,MINHO/ÂNCORA,40.0,178843.0,564242.0,A0 - MACIÇO ANTIGO INDIFERENCIADO,
2028878,3/N2,A22,42.05139,-8.50448,VIANA DO CASTELO,MONÇÃO,SEGUDE,MINHO/ÂNCORA,50.0,169257.0,564720.0,A0 - MACIÇO ANTIGO INDIFERENCIADO,
2028880,3/N3,A23,42.08108,-8.45636,VIANA DO CASTELO,MONÇÃO,TROVISCOSO,MINHO/ÂNCORA,14.0,173253.0,568002.0,A0 - MACIÇO ANTIGO INDIFERENCIADO,
2028960,7/N1,AF23,41.92469,-8.67507,VIANA DO CASTELO,VILA NOVA DE CERVEIRA,GONDAR,MINHO/ÂNCORA,358.0,155046.0,550723.0,A0 - MACIÇO ANTIGO INDIFERENCIADO,
2029016,10/N1,AF09,41.91878,-7.08364,BRAGANÇA,VINHAIS,SANTALHA,DOURO,872.0,287063.0,550456.0,A0 - MACIÇO ANTIGO INDIFERENCIADO,
2028824,14/N1,AF24,41.89721,-8.72432,VIANA DO CASTELO,VILA NOVA DE CERVEIRA,SOPO,MINHO/ÂNCORA,331.0,150939.0,547697.0,A0 - MACIÇO ANTIGO INDIFERENCIADO,
2028826,14/N2,AF25,41.9138,-8.7478,VIANA DO CASTELO,VILA NOVA DE CERVEIRA,GONDARÉM,MINHO/ÂNCORA,136.0,149004.0,549554.0,A0 - MACIÇO ANTIGO INDIFERENCIADO,
2028862,17/N1,AF26,41.8883,-8.27061,VIANA DO CASTELO,ARCOS DE VALDEVEZ,SOAJO,LIMA/NEIVA,548.0,188589.0,546548.0,A0 - MACIÇO ANTIGO INDIFERENCIADO,
2029572,19/N1,AF15,41.85251,-7.76419,VILA REAL,MONTALEGRE,MEIXEDO,CÁVADO/RIBEIRAS COSTEIRAS,1025.0,230637.0,542629.0,A0 - MACIÇO ANTIGO INDIFERENCIADO,
2029018,23/N1,AF05,41.87519,-7.02856,BRAGANÇA,VINHAIS,VILAR DE OSSOS,DOURO,831.0,291694.0,545671.0,A0 - MACIÇO ANTIGO INDIFERENCIADO,
2028958,27/N1,A20,41.78045,-8.83386,VIANA DO CASTELO,VIANA DO CASTELO,FREIXIEIRO DE SOUTELO,MINHO/ÂNCORA,320.0,141743.0,534797.0,A0 - MACIÇO ANTIGO INDIFERENCIADO,
2028978,27/N2,A17,41.77368,-8.71139,VIANA DO CASTELO,VIANA DO CASTELO,LANHESES,LIMA/NEIVA,141.0,151920.0,533969.0,A0 - MACIÇO ANTIGO INDIFERENCIADO,
2004560,28/1,PERF1,41.74123,-8.64391,VIANA DO CASTELO,PONTE DE LIMA,VITORINO DAS DONAS,LIMA/NEIVA,3.0,157509.0,530330.0,A0 - MACIÇO ANTIGO INDIFERENCIADO,
2028900,28/N1,A16,41.76035,-8.62202,VIANA DO CASTELO,PONTE DE LIMA,BERTIANDOS,LIMA/NEIVA,23.0,159342.0,532443.0,A0 - MACIÇO ANTIGO INDIFERENCIADO,
2028962,30/N1,AF22,41.75361,-8.14929,BRAGA,TERRAS DE BOURO,VILAR DA VEIGA,CÁVADO/RIBEIRAS COSTEIRAS,725.0,198655.0,531578.0,A0 - MACIÇO ANTIGO INDIFERENCIADO,
2028990,32/N1,AF16,41.79414,-7.81418,VILA REAL,MONTALEGRE,CHÃ,CÁVADO/RIBEIRAS COSTEIRAS,1131.0,226510.0,536129.0,A0 - MACIÇO ANTIGO INDIFERENCIADO,
2028884,34/N1,AF11,41.79257,-7.36325,VILA REAL,CHAVES,SANTO ANTÓNIO DE MONFORTE,DOURO,537.0,263992.0,536191.0,A0 - MACIÇO ANTIGO INDIFERENCIADO,
72466,34/1,,41.74868,-7.45836,VILA REAL,CHAVES,FAIÕES,DOURO,,256125.0,531250.0,A1 - VEIGA DE CHAVES,
2028874,34/N2,AC75,41.75056,-7.44371,VILA REAL,CHAVES,FAIÕES,DOURO,352.0,257342.0,531469.0,A1 - VEIGA DE CHAVES,
2050590,34/30,AC1,41.74405,-7.44792,VILA REAL,CHAVES,FAIÕES,DOURO,350.7,256997.0,530743.0,A1 - VEIGA DE CHAVES,EM SERVIÇO
2050596,34/31,ACP1,41.75593,-7.44114,VILA REAL,CHAVES,FAIÕES,DOURO,355.0,257551.0,532067.0,A1 - VEIGA DE CHAVES,EM SERVIÇO
2070250,34/32,ACP2,41.7468,-7.44692,VILA REAL,CHAVES,FAIÕES,DOURO,352.0,257078.0,531049.0,A1 - VEIGA DE CHAVES,
2029020,36/N1,AF03,41.77796,-7.08974,BRAGANÇA,VINHAIS,VALE DE JANEIRO,DOURO,654.0,286747.0,534808.0,A0 - MACIÇO ANTIGO INDIFERENCIADO,
2028882,40/N1,A19,41.72475,-8.86163,VIANA DO CASTELO,VIANA DO CASTELO,AREOSA,MINHO/ÂNCORA,14.0,139382.0,528630.0,A0 - MACIÇO ANTIGO INDIFERENCIADO,
72477,40/1,,41.72471,-8.86171,VIANA DO CASTELO,VIANA DO CASTELO,AREOSA,MINHO/ÂNCORA,10.0,139375.0,528625.0,A0 - MACIÇO ANTIGO INDIFERENCIADO,
2028864,40/N2,A14,41.665,-8.80582,VIANA DO CASTELO,VIANA DO CASTELO,ANHA,LIMA/NEIVA,17.0,143974.0,521955.0,A0 - MACIÇO ANTIGO INDIFERENCIADO,
2028866,40/N3,A14A,41.66375,-8.81183,VIANA DO CASTELO,VIANA DO CASTELO,ANHA,LIMA/NEIVA,12.0,143472.0,521820.0,A0 - MACIÇO ANTIGO INDIFERENCIADO,
2028980,40/N4,A18,41.72722,-8.81368,VIANA DO CASTELO,VIANA DO CASTELO,PERRE,LIMA/NEIVA,123.0,143374.0,528871.0,A0 - MACIÇO ANTIGO INDIFERENCIADO,
2028902,41/N1,AD8,41.72851,-8.5272,VIANA DO CASTELO,PONTE DE LIMA,FORNELOS,LIMA/NEIVA,160.0,167211.0,528865.0,A0 - MACIÇO ANTIGO INDIFERENCIADO,
2028992,43/N1,AF21,41.6952,-8.29367,BRAGA,TERRAS DE BOURO,CHORENSE,CÁVADO/RIBEIRAS COSTEIRAS,474.0,186635.0,525103.0,A0 - MACIÇO ANTIGO INDIFERENCIADO,
2028994,46/N1,AF13,41.71022,-7.64128,VILA REAL,BOTICAS,SAPIÃOS,DOURO,649.0,240934.0,526875.0,A0 - MACIÇO ANTIGO INDIFERENCIADO,
2088876,46/1,T24,41.66437,-7.58043,VILA REAL,CHAVES,ANELHE,DOURO,325.0,246031.8,521813.8,A0 - MACIÇO ANTIGO INDIFERENCIADO,
2028832,47/N1,AF12,41.66767,-7.50607,VILA REAL,CHAVES,SÃO PEDRO DE AGOSTÉM,DOURO,737.0,252222.0,522222.0,A0 - MACIÇO ANTIGO INDIFERENCIADO,
2028856,52/N1,AF06,41.65662,-6.41817,BRAGANÇA,VIMIOSO,AVELANOSO,DOURO,750.0,342851.0,522226.0,A0 - MACIÇO ANTIGO INDIFERENCIADO,
2050564,54/1,,41.56138,-8.71872,BRAGA,BARCELOS,VILA COVA,CÁVADO/RIBEIRAS COSTEIRAS,99.0,151150.42,510393.43,A0 - MACIÇO ANTIGO INDIFERENCIADO,
2028898,55/N1,A15,41.63987,-8.68102,BRAGA,BARCELOS,TREGOSA,LIMA/NEIVA,54.0,154350.0,519090.0,A0 - MACIÇO ANTIGO INDIFERENCIADO,
2028906,56/N1,AF19,41.61487,-8.35457,BRAGA,BRAGA,CRESPOS,CÁVADO/RIBEIRAS COSTEIRAS,15.0,181542.0,516192.0,A0 - MACIÇO ANTIGO INDIFERENCIADO,
2088850,60/1,T20,41.644,-7.59799,VILA REAL,CHAVES,VIDAGO,DOURO,325.0,244582.6,519541.6,A0 - MACIÇO ANTIGO INDIFERENCIADO,
2088862,60/2,T17,41.63974,-7.60021,VILA REAL,CHAVES,VIDAGO,DOURO,320.0,244400.7,519067.2,A0 - MACIÇO ANTIGO INDIFERENCIADO,
2028840,63/N2,A10,41.59645,-7.11159,BRAGANÇA,MIRANDELA,MÚRIAS,DOURO,335.0,285169.0,514626.0,A0 - MACIÇO ANTIGO INDIFERENCIADO,
2028834,64/N1,A30,41.59478,-6.93047,BRAGANÇA,MACEDO DE CAVALEIROS,PODENCE,DOURO,746.0,300272.0,514635.0,A0 - MACIÇO ANTIGO INDIFERENCIADO,
2028858,66/N1,AF07,41.61963,-6.40633,BRAGANÇA,VIMIOSO,ANGUEIRA,DOURO,715.0,343919.0,518137.0,A0 - MACIÇO ANTIGO INDIFERENCIADO,
17125,68/1,,41.50021,-8.77086,BRAGA,ESPOSENDE,APÚLIA,CÁVADO/RIBEIRAS COSTEIRAS,7.9,146750.0,503630.0,A0 - MACIÇO ANTIGO INDIFERENCIADO,
17126,68/2,,41.49802,-8.75887,BRAGA,ESPOSENDE,APÚLIA,CÁVADO/RIBEIRAS COSTEIRAS,10.0,147750.0,503380.0,A0 - MACIÇO ANTIGO INDIFERENCIADO,
101256238,68/2A,,41.49698,-8.75766,BRAGA,ESPOSENDE,APÚLIA,CÁVADO/RIBEIRAS COSTEIRAS,,147850.0,503263.0,A0 - MACIÇO ANTIGO INDIFERENCIADO,
17127,68/3,,41.49597,-8.77118,BRAGA,ESPOSENDE,APÚLIA,CÁVADO/RIBEIRAS COSTEIRAS,7.14,146720.0,503160.0,A0 - MACIÇO ANTIGO INDIFERENCIADO,
17128,68/4,,41.49256,-8.77031,BRAGA,ESPOSENDE,APÚLIA,CÁVADO/RIBEIRAS COSTEIRAS,6.03,146790.0,502780.0,A0 - MACIÇO ANTIGO INDIFERENCIADO,
17129,68/5,,41.49215,-8.74588,BRAGA,ESPOSENDE,FONTE BOA,CÁVADO/RIBEIRAS COSTEIRAS,20.04,148830.0,502720.0,A0 - MACIÇO ANTIGO INDIFERENCIADO,
17130,68/6,,41.48983,-8.77459,BRAGA,ESPOSENDE,APÚLIA,CÁVADO/RIBEIRAS COSTEIRAS,5.57,146430.0,502480.0,A0 - MACIÇO ANTIGO INDIFERENCIADO,
17132,68/8,,41.47161,-8.76496,BRAGA,ESPOSENDE,APÚLIA,CÁVADO/RIBEIRAS COSTEIRAS,10.45,147220.0,500450.0,A0 - MACIÇO ANTIGO INDIFERENCIADO,
17133,68/9,,41.47166,-8.75598,BRAGA,ESPOSENDE,APÚLIA,CÁVADO/RIBEIRAS COSTEIRAS,15.21,147970.0,500450.0,A0 - MACIÇO ANTIGO INDIFERENCIADO,
2050584,68/10,,41.48413,-8.71255,BRAGA,BARCELOS,CRISTELO,CÁVADO/RIBEIRAS COSTEIRAS,27.0,151607.19,501809.81,A0 - MACIÇO ANTIGO INDIFERENCIADO,
2072810,68/11,CAPTAÇÃO DO BOURO,41.53608,-8.75875,BRAGA,ESPOSENDE,-,CÁVADO/RIBEIRAS COSTEIRAS,35.0,147790.6,507607.3,A0 - MACIÇO ANTIGO INDIFERENCIADO,EM RESERVA
2077890,68/13,GANDRA,41.52719,-8.76799,BRAGA,ESPOSENDE,-,CÁVADO/RIBEIRAS COSTEIRAS,,147012.0,506625.0,A0 - MACIÇO ANTIGO INDIFERENCIADO,
2028904,69/N1,AF20,41.50211,-8.58233,BRAGA,BARCELOS,MIDÕES,CÁVADO/RIBEIRAS COSTEIRAS,86.0,162493.0,503742.0,A0 - MACIÇO ANTIGO INDIFERENCIADO,
2050570,69/1,,41.46981,-8.69017,BRAGA,BARCELOS,CRISTELO,CÁVADO/RIBEIRAS COSTEIRAS,26.0,153466.33,500206.81,A0 - MACIÇO ANTIGO INDIFERENCIADO,
2050578,69/2,,41.50809,-8.67909,BRAGA,BARCELOS,VILA SECA,CÁVADO/RIBEIRAS COSTEIRAS,58.0,154418.86,504453.14,A0 - MACIÇO ANTIGO INDIFERENCIADO,
2086872,70/1,MINA ROCHA,41.49237,-8.3762,BRAGA,GUIMARÃES,UNIÃO DAS FREGUESIAS DE SANDE VILA NOVA E SANDE SÃO CLEMENTE,AVE,,179700.9,502591.7,A0 - MACIÇO ANTIGO INDIFERENCIADO,
2086858,71/1,MINA CASTELÕES,41.55224,-8.19736,BRAGA,GUIMARÃES,-,AVE,,194640.8,509213.8,A0 - MACIÇO ANTIGO INDIFERENCIADO,
2029010,73/N1,AF18,41.51411,-7.79694,VILA REAL,RIBEIRA DE PENA,RIBEIRA DE PENA (SALVADOR),DOURO,562.0,228064.0,505032.0,A0 - MACIÇO ANTIGO INDIFERENCIADO,
2088798,73/1,J1,41.52564,-7.76612,VILA REAL,RIBEIRA DE PENA,SANTA MARINHA,DOURO,813.0,230631.0,506323.0,A0 - MACIÇO ANTIGO INDIFERENCIADO,
2088808,73/2,GO-055,41.53978,-7.76218,VILA REAL,RIBEIRA DE PENA,SANTA MARINHA,DOURO,431.0,230953.9,507894.8,A0 - MACIÇO ANTIGO INDIFERENCIADO,
2088818,73/3,D47,41.50984,-7.76388,VILA REAL,RIBEIRA DE PENA,RIBEIRA DE PENA (SALVADOR),DOURO,825.0,230825.6,504569.1,A0 - MACIÇO ANTIGO INDIFERENCIADO,
2088830,73/4,D54,41.51626,-7.75939,VILA REAL,RIBEIRA DE PENA,RIBEIRA DE PENA (SALVADOR),DOURO,913.0,231197.3,505283.5,A0 - MACIÇO ANTIGO INDIFERENCIADO,
2088840,73/5,D73,41.53492,-7.81381,VILA REAL,RIBEIRA DE PENA,RIBEIRA DE PENA (SALVADOR),DOURO,230.0,226647.2,507337.6,A0 - MACIÇO ANTIGO INDIFERENCIADO,
2088888,73/6,GO-043,41.54853,-7.77316,VILA REAL,RIBEIRA DE PENA,SANTA MARINHA,DOURO,234.0,230033.3,508862.2,A0 - MACIÇO ANTIGO INDIFERENCIADO,
2028892,74/N1,AF17,41.48553,-7.71125,VILA REAL,VILA POUCA DE AGUIAR,GOUVÃES DA SERRA,DOURO,868.0,235233.0,501889.0,A0 - MACIÇO ANTIGO INDIFERENCIADO,
2088786,74/1,GO-185,41.49773,-7.72625,VILA REAL,VILA POUCA DE AGUIAR,ALVÃO,DOURO,904.0,233973.3,503238.2,A0 - MACIÇO ANTIGO INDIFERENCIADO,
2028836,78/N1,A29,41.48335,-6.91654,BRAGANÇA,MACEDO DE CAVALEIROS,OLMOS,DOURO,,301608.0,502275.0,A0 - MACIÇO ANTIGO INDIFERENCIADO,
2028860,80/N1,AF08,41.47775,-6.51421,BRAGANÇA,VIMIOSO,UVA,DOURO,536.0,335223.0,502203.0,A0 - MACIÇO ANTIGO INDIFERENCIADO,
2029802,82/N1,,41.44174,-8.77508,PORTO,PÓVOA DE VARZIM,AGUÇADOURA,CÁVADO/RIBEIRAS COSTEIRAS,9.75,146350.0,497139.0,A0 - MACIÇO ANTIGO INDIFERENCIADO,
2081580,82/N2,BARRANHA 2,41.44272,-8.77409,PORTO,PÓVOA DE VARZIM,AGUÇADOURA,CÁVADO/RIBEIRAS COSTEIRAS,9.75,146433.0,497247.0,A0 - MACIÇO ANTIGO INDIFERENCIADO,
17134,82/10,,41.46274,-8.75589,PORTO,PÓVOA DE VARZIM,ESTELA,CÁVADO/RIBEIRAS COSTEIRAS,16.11,147970.0,499460.0,A0 - MACIÇO ANTIGO INDIFERENCIADO,
17135,82/11,,41.46071,-8.74977,PORTO,PÓVOA DE VARZIM,ESTELA,CÁVADO/RIBEIRAS COSTEIRAS,23.33,148480.0,499230.0,A0 - MACIÇO ANTIGO INDIFERENCIADO,
17136,82/12,,41.45989,-8.76796,PORTO,PÓVOA DE VARZIM,ESTELA,CÁVADO/RIBEIRAS COSTEIRAS,8.96,146960.0,499150.0,A0 - MACIÇO ANTIGO INDIFERENCIADO,
17137,82/13,,41.45876,-8.76028,PORTO,PÓVOA DE VARZIM,ESTELA,CÁVADO/RIBEIRAS COSTEIRAS,13.6,147600.0,499020.0,A0 - MACIÇO ANTIGO INDIFERENCIADO,
17138,82/14,,41.45427,-8.75797,PORTO,PÓVOA DE VARZIM,ESTELA,CÁVADO/RIBEIRAS COSTEIRAS,17.38,147790.0,498520.0,A0 - MACIÇO ANTIGO INDIFERENCIADO,
17139,82/15,,41.45325,-8.7631,PORTO,PÓVOA DE VARZIM,ESTELA,CÁVADO/RIBEIRAS COSTEIRAS,12.37,147360.0,498410.0,A0 - MACIÇO ANTIGO INDIFERENCIADO,
17140,82/16,,41.44184,-8.7758,PORTO,PÓVOA DE VARZIM,AGUÇADOURA,CÁVADO/RIBEIRAS COSTEIRAS,9.75,146290.0,497150.0,A0 - MACIÇO ANTIGO INDIFERENCIADO,
17141,82/17,,41.44089,-8.76729,PORTO,PÓVOA DE VARZIM,ESTELA,CÁVADO/RIBEIRAS COSTEIRAS,12.59,147000.0,497040.0,A0 - MACIÇO ANTIGO INDIFERENCIADO,
17142,82/18,,41.43932,-8.77398,PORTO,PÓVOA DE VARZIM,AGUÇADOURA,CÁVADO/RIBEIRAS COSTEIRAS,8.43,146440.0,496870.0,A0 - MACIÇO ANTIGO INDIFERENCIADO,
17143,82/19,,41.42639,-8.7516,PORTO,PÓVOA DE VARZIM,NAVAIS,CÁVADO/RIBEIRAS COSTEIRAS,31.97,148300.0,495420.0,A0 - MACIÇO ANTIGO INDIFERENCIADO,
17144,82/20,,41.42429,-8.75744,PORTO,PÓVOA DE VARZIM,NAVAIS,CÁVADO/RIBEIRAS COSTEIRAS,29.07,147810.0,495190.0,A0 - MACIÇO ANTIGO INDIFERENCIADO,
17145,82/21,,41.42377,-8.77071,PORTO,PÓVOA DE VARZIM,NAVAIS,CÁVADO/RIBEIRAS COSTEIRAS,18.63,146700.0,495140.0,A0 - MACIÇO ANTIGO INDIFERENCIADO,
17146,82/22,,41.41233,-8.77072,PORTO,PÓVOA DE VARZIM,A VER-O-MAR,CÁVADO/RIBEIRAS COSTEIRAS,18.2,146690.0,493870.0,A0 - MACIÇO ANTIGO INDIFERENCIADO,
17148,82/24,,41.41825,-8.7562,PORTO,PÓVOA DE VARZIM,AMORIM,CÁVADO/RIBEIRAS COSTEIRAS,25.54,147909.0,494518.0,A0 - MACIÇO ANTIGO INDIFERENCIADO,
2048600,82/25,,41.45936,-8.76728,PORTO,PÓVOA DE VARZIM,ESTELA,CÁVADO/RIBEIRAS COSTEIRAS,13.0,147016.23,499091.23,A0 - MACIÇO ANTIGO INDIFERENCIADO,
2086866,84/1,MINA SRA DOS MONTES,41.40826,-8.34298,BRAGA,GUIMARÃES,SELHO (SÃO CRISTOVÃO),AVE,,182452.1,493242.3,A0 - MACIÇO ANTIGO INDIFERENCIADO,
2028868,85/N1,AD11,41.40718,-8.22925,BRAGA,GUIMARÃES,SERZEDO,AVE/LEÇA,204.0,191962.0,493106.0,A0 - MACIÇO ANTIGO INDIFERENCIADO,
2086850,85/2,MINAS DA PENHA - S. ROQUE (URNA),41.43571,-8.27935,BRAGA,GUIMARÃES,COSTA,AVE,,187777.9,496280.7,A0 - MACIÇO ANTIGO INDIFERENCIADO,
2086878,85/3,MINA CAVALO,41.43475,-8.26687,BRAGA,GUIMARÃES,COSTA,AVE,,188821.1,496171.6,A0 - MACIÇO ANTIGO INDIFERENCIADO,
2028844,89/N1,A27,41.41759,-7.50226,VILA REAL,MURÇA,FIOLHOSO,DOURO,670.0,252742.0,494449.0,A0 - MACIÇO ANTIGO INDIFERENCIADO,
2029004,93/N1,A05,41.44162,-6.64304,BRAGANÇA,MOGADOURO,SÃO MARTINHO DO PESO,DOURO,547.0,324531.0,497997.0,A0 - MACIÇO ANTIGO INDIFERENCIADO,
2029006,94/N1,A08,41.39131,-6.49864,BRAGANÇA,MOGADOURO,TRAVANCA,DOURO,666.0,336705.0,492627.0,A0 - MACIÇO ANTIGO INDIFERENCIADO,
17149,96/25,,41.36977,-8.73313,PORTO,PÓVOA DE VARZIM,ARGIVAI,AVE/LEÇA,15.24,149800.0,489120.0,A0 - MACIÇO ANTIGO INDIFERENCIADO,
2028870,97/N1,AF29,41.32515,-8.58781,PORTO,TROFA,BOUGADO (SANTIAGO),AVE/LEÇA,55.0,161932.0,484091.0,A0 - MACIÇO ANTIGO INDIFERENCIADO,
2028984,98/N1,AF27,41.33683,-8.42498,PORTO,SANTO TIRSO,REBORDÕES,AVE/LEÇA,365.0,175569.0,485329.0,A0 - MACIÇO ANTIGO INDIFERENCIADO,
2048640,98/1,,41.34961,-8.42247,PORTO,SANTO TIRSO,REBORDÕES,AVE/LEÇA,185.0,175784.3,486747.83,A0 - MACIÇO ANTIGO INDIFERENCIADO,
2028908,102/N1,AD6,41.35171,-7.74958,VILA REAL,VILA REAL,ADOUFE,DOURO,806.0,232097.0,487011.0,A0 - MACIÇO ANTIGO INDIFERENCIADO,
2028850,104/N1,A11,41.34811,-7.18932,BRAGANÇA,VILA FLOR,VILAS BOAS,DOURO,605.0,278989.0,486970.0,A0 - MACIÇO ANTIGO INDIFERENCIADO,
2078730,104/N3,MEIRELES NOVO,41.36086,-7.17929,BRAGANÇA,VILA FLOR,VILARINHO DAS AZENHAS,DOURO,,279812.61,488395.32,A0 - MACIÇO ANTIGO INDIFERENCIADO,
2028854,105/N1,A12,41.32002,-7.08158,BRAGANÇA,VILA FLOR,LODÕES,DOURO,220.0,288044.0,483954.0,A0 - MACIÇO ANTIGO INDIFERENCIADO,
2029000,107/N1,A04,41.33517,-6.71926,BRAGANÇA,MOGADOURO,MOGADOURO,DOURO,709.0,318354.0,486067.0,A0 - MACIÇO ANTIGO INDIFERENCIADO,
2028842,107/N2,A06,41.36385,-6.60937,BRAGANÇA,MOGADOURO,PENAS ROIAS,DOURO,802.0,327497.0,489408.0,A0 - MACIÇO ANTIGO INDIFERENCIADO,
2029002,108/N1,A07,41.31882,-6.55315,BRAGANÇA,MOGADOURO,TÓ,DOURO,718.0,332292.0,484491.0,A0 - MACIÇO ANTIGO INDIFERENCIADO,
2028872,111/N1,AF28,41.26142,-8.47507,PORTO,SANTO TIRSO,AGRELA,AVE/LEÇA,127.0,171343.0,476970.0,A0 - MACIÇO ANTIGO INDIFERENCIADO,
2028966,113/N2,AD10,41.27753,-8.02511,PORTO,AMARANTE,VILA CHÃ DO MARÃO,DOURO,354.0,209049.0,478708.0,A0 - MACIÇO ANTIGO INDIFERENCIADO,
2028968,113/N3,AD13,41.235,-8.06189,PORTO,AMARANTE,JAZENTE,DOURO,249.0,205971.0,473981.0,A0 - MACIÇO ANTIGO INDIFERENCIADO,
2028894,114/N1,AD5,41.28446,-7.85632,VILA REAL,VILA REAL,CAMPEÃ,DOURO,702.0,223188.0,479509.0,A0 - MACIÇO ANTIGO INDIFERENCIADO,
2028976,115/N1,AD7,41.28077,-7.65124,VILA REAL,VILA REAL,VALE DE NOGUEIRAS,DOURO,627.0,240371.0,479174.0,A0 - MACIÇO ANTIGO INDIFERENCIADO,
2028964,116/N1,A28,41.24882,-7.46602,VILA REAL,ALIJÓ,CASTEDO,DOURO,627.0,255916.0,475728.0,A0 - MACIÇO ANTIGO INDIFERENCIADO,
2028890,118/N1,AD4,41.22981,-7.09657,BRAGANÇA,TORRE DE MONCORVO,ADEGANHA,DOURO,124.0,286908.0,473920.0,A0 - MACIÇO ANTIGO INDIFERENCIADO,
2028970,119/N1,AD2,41.20757,-6.95354,BRAGANÇA,TORRE DE MONCORVO,FELGAR,DOURO,620.0,298934.0,471602.0,A0 - MACIÇO ANTIGO INDIFERENCIADO,
2028830,125/N1,AD14,41.11877,-8.08546,PORTO,BAIÃO,BAIÃO (SANTA LEOCÁDIA),DOURO,242.0,204002.0,461071.0,A0 - MACIÇO ANTIGO INDIFERENCIADO,
2028998,126/N1,AF30,41.10996,-7.84765,VISEU,LAMEGO,AVÕES,DOURO,948.0,223978.0,460131.0,A0 - MACIÇO ANTIGO INDIFERENCIADO,
2028848,127/N1,AF02,41.11345,-7.56796,VISEU,TABUAÇO,TABUAÇO,DOURO,593.0,247469.0,460633.0,A0 - MACIÇO ANTIGO INDIFERENCIADO,
2028972,130/N1,AD1,41.12322,-6.99473,BRAGANÇA,TORRE DE MONCORVO,MAÇORES,DOURO,534.0,295602.0,462188.0,A0 - MACIÇO ANTIGO INDIFERENCIADO,
2028974,130/N2,AD3,41.17952,-6.99007,BRAGANÇA,TORRE DE MONCORVO,FELGAR,DOURO,634.0,295911.0,468446.0,A0 - MACIÇO ANTIGO INDIFERENCIADO,
2028996,136/N1,AD15,41.0198,-8.05418,VISEU,CINFÃES,TENDAIS,DOURO,678.0,206639.0,450082.0,A0 - MACIÇO ANTIGO INDIFERENCIADO,
2028888,137/N1,AF31,41.03542,-7.79042,VISEU,TAROUCA,TAROUCA,DOURO,507.0,228818.0,451870.0,A0 - MACIÇO ANTIGO INDIFERENCIADO,
2028896,143/N1,A31,40.92876,-8.53277,AVEIRO,SANTA MARIA DA FEIRA,SANFINS,VOUGA/RIBEIRAS COSTEIRAS,197.0,166338.0,440046.0,A0 - MACIÇO ANTIGO INDIFERENCIADO,
73494,143/3,JK,40.93572,-8.64499,AVEIRO,OVAR,CORTEGAÇA,VOUGA/RIBEIRAS COSTEIRAS,8.0,156891.0,440868.0,O1 - QUATERNÁRIO DE AVEIRO,
2014680,147/C1,,40.98086,-7.86706,VISEU,CASTRO DAIRE,MEZIO,DOURO,,222391.0,445788.0,A0 - MACIÇO ANTIGO INDIFERENCIADO,EM RESERVA
2028886,148/N1,AF01,40.94683,-7.68442,VISEU,MOIMENTA DA BEIRA,ALVITE,DOURO,991.0,237782.0,442072.0,A0 - MACIÇO ANTIGO INDIFERENCIADO,
2028846,149/N1,A03,41.00343,-7.37769,VISEU,PENEDONO,GRANJA,DOURO,846.0,263556.0,448536.0,A0 - MACIÇO ANTIGO INDIFERENCIADO,
2029012,149/N2,A02,40.96369,-7.50241,VISEU,SERNANCELHE,FERREIRIM,DOURO,742.0,253094.0,444039.0,A0 - MACIÇO ANTIGO INDIFERENCIADO,
2014682,150/C2,,41.00407,-7.36727,GUARDA,MÊDA,RANHADOS,DOURO,,264432.0,448614.0,A0 - MACIÇO ANTIGO INDIFERENCIADO,
2014684,150/C3,,41.00827,-7.19707,GUARDA,MÊDA,FONTE LONGA,DOURO,,278746.0,449220.0,A0 - MACIÇO ANTIGO INDIFERENCIADO,
200007,153/7,JK 5,40.86544,-8.65402,AVEIRO,OVAR,OVAR,VOUGA/RIBEIRAS COSTEIRAS,10.0,156084.0,433068.0,O1 - QUATERNÁRIO DE AVEIRO,
72464,154/3,,40.89678,-8.47844,AVEIRO,SÃO JOÃO DA MADEIRA,SÃO JOÃO DA MADEIRA,VOUGA/RIBEIRAS COSTEIRAS,,170900.0,436475.0,A0 - MACIÇO ANTIGO INDIFERENCIADO,EM SERVIÇO
2088746,154/6,,40.9052,-8.48248,AVEIRO,SÃO JOÃO DA MADEIRA,SÃO JOÃO DA MADEIRA,MONDEGO,,170563.4,437411.1,A0 - MACIÇO ANTIGO INDIFERENCIADO,
2097854,154/9,,40.90393,-8.48232,AVEIRO,SÃO JOÃO DA MADEIRA,SÃO JOÃO DA MADEIRA,VOUGA/RIBEIRAS COSTEIRAS,,170576.0,437270.0,A0 - MACIÇO ANTIGO INDIFERENCIADO,
2014686,156/C4,,40.91952,-8.02498,VISEU,CASTRO DAIRE,ESTER,DOURO,,209109.0,438948.0,A0 - MACIÇO ANTIGO INDIFERENCIADO,
2014688,157/C5,,40.84974,-7.79205,VISEU,VILA NOVA DE PAIVA,FRÁGUAS,DOURO,,228761.0,431249.0,A0 - MACIÇO ANTIGO INDIFERENCIADO,
2014690,157/C6,,40.91752,-7.7661,VISEU,VILA NOVA DE PAIVA,TOURO,DOURO,,230918.0,438785.0,A0 - MACIÇO ANTIGO INDIFERENCIADO,
