# snapshot_date: 2026-07-15
uid,code,name,latitude,longitude,basin,altitude,coord_x,coord_y,latitude_n,longitude_w,entidade,district,municipality,parish,rio,area_drenada_km2,distancia_foz_km,entrada_funcionamento,data_fecho,objectivo,status
9203856240,02N/02,A VEIGA DO SEIXO,41.96772,-7.186812,DOURO,583.0,,,41.96772,-7.186812,ARH-NORTE,BRAGANÇA,VINHAIS,UNIÃO DAS FREGUESIAS DE QUIRÁS E PINHEIRO NOVO,,-,-,12-06-2019,-,-,ATIVA
9343897960,08L/09,A-DE-BARROS,40.92383,-7.54858,DOURO,577.0,,,40.92383,-7.54858,ARH-NORTE,VISEU,SERNANCELHE,UNIÃO DAS FREGUESIAS DE PENSO E FREIXINHO,,-,-,20-04-2017,-,-,ATIVA
100811533,19B/01,A-DOS-CUNHADOS,39.153084,-9.302253,RIBEIRAS DO OESTE,14.0,,,39.153084,-9.302253,ARH-TEJO,LISBOA,TORRES VEDRAS,A DOS CUNHADOS,RIO DE ALCABRICHEL,116.25,8.24,17-10-2000,-,IMPACTO,ATIVA
9200203622,16C/02,ABADIAS,39.57725,-9.034361,RIBEIRAS DO OESTE,2.0,,,39.57725,-9.034361,ARH-TEJO,LEIRIA,ALCOBAÇA,BÁRRIO,,-,-,17-05-2016,-,-,ATIVA
9203856356,04N/09,ABAMBRES,41.5552,-7.17996,DOURO,226.0,,,41.5552,-7.17996,ARH-NORTE,BRAGANÇA,MIRANDELA,ABAMBRES,,-,-,09-05-2017,-,-,ATIVA
6862640904,02G/05,ABOIM DAS CHOÇAS - CCHE,41.916647,-8.447244,LIMA,61.0,,,41.916647,-8.447244,EDP,VIANA DO CASTELO,ARCOS DE VALDEVEZ,ABOIM DAS CHOÇAS,RIO VEZ,-,-,28-05-2013,-,TURH,ATIVA
9343898310,17H/08,ABRANCALHA DE BAIXO,39.47205,-8.226125,TEJO,54.0,,,39.47205,-8.226125,ARH-TEJO,SANTARÉM,ABRANTES,UNIÃO DAS FREGUESIAS DE ABRANTES (SÃO VICENTE E SÃO JOÃO) E ALFERRAREDE,,-,-,16-11-2016,-,-,ATIVA
9203856424,05N/07,ABREIRO,41.34473,-7.27556,DOURO,200.0,,,41.34473,-7.27556,ARH-NORTE,BRAGANÇA,VILA FLOR,FREIXIEL,,-,-,21-05-2018,-,-,ATIVA
9925141856,10L/06,ABRUNHOSA-A-VELHA - CCHE,40.56681,-7.6375,MONDEGO,299.0,,,40.56681,-7.6375,EDP,-,-,-,RIO MONDEGO,-,-,19-09-2016,-,-,ATIVA
9343898514,22E/02,ACEIRO DOS CARAMELOS,38.654555,-8.788102,TEJO,24.0,,,38.654555,-8.788102,ARH-TEJO,SETÚBAL,PALMELA,UNIÃO DAS FREGUESIAS DE POCEIRÃO E MARATECA,,-,-,04-04-2017,-,-,ATIVA
10075657988,13K/08,ADEMOÇO - CCHE,40.027162,-7.827205,TEJO,308.0,,,40.027162,-7.827205,ARH-TEJO/EDP,-,-,-,,-,-,18-09-2018,-,-,ATIVA
9198880324,24L/06,ADUÇÃO ÁLAMOS,38.330445,-7.579948,GUADIANA,228.0,,,38.330445,-7.579948,ARH-ALENTEJO,ÉVORA,PORTEL,UNIÃO DAS FREGUESIAS DE AMIEIRA E ALQUEVA,,-,-,03-04-2018,-,-,ATIVA
9576525606,18I/04,AERÓDROMO,39.200203,-8.059812,TEJO,111.0,,,39.200203,-8.059812,ARH-TEJO,-,-,-,,-,-,20-02-2025,-,-,ATIVA
60396,03D/05,AFIFE,41.772057,-8.860985,ÂNCORA,20.0,,,41.772057,-8.860985,ARH-NORTE,VIANA DO CASTELO,VIANA DO CASTELO,AFIFE,RIO DE CABANAS,10.06,1.21,02-11-1998,-,IMPACTO,ATIVA
6942538802,26G/53,AFLUENTE DA RIBEIRA DE CAMPILHAS,37.92228,-8.42562,SADO,58.0,,,37.92228,-8.42562,ARH-ALENTEJO,SETÚBAL,SANTIAGO DO CACÉM,ALVALADE,BARRANCO DO MALHAO,-,-,09-03-2015,-,DQA_ECOL_OPER,ATIVA
8352976088,25G/55,AFLUENTE DA RIBEIRA DE GRÂNDOLA,38.141656,-8.372575,SADO,35.0,,,38.141656,-8.372575,ARH-ALENTEJO,SETÚBAL,GRÂNDOLA,AZINHEIRA DOS BARROS E SÃO MAMEDE DO SÁDÃO,,-,-,25-01-2018,-,DQA_QUIM_VIG / DQA_ECOL_VIG,ATIVA
6892487200,22M/52,AFLUENTE DA RIBEIRA DE LUCEFECIT,38.64688,-7.42214,GUADIANA,187.0,,,38.64688,-7.42214,ARH-ALENTEJO,ÉVORA,ALANDROAL,TERENA (SÃO PEDRO),RIBEIRA DO ALANDROAL,-,-,18-02-2015,-,DQA_ECOL_VIG,ATIVA
6937520994,23G/52,AFLUENTE DA RIBEIRA DE SANTA CATARINA DE SÍTIMOS,38.42439,-8.41076,SADO,13.0,,,38.42439,-8.41076,ARH-ALENTEJO,SETÚBAL,ALCÁCER DO SAL,SANTA SUSANA,RIBEIRA DE ALCÁÇOVAS,-,-,16-02-2015,-,DQA_ECOL_OPER,ATIVA
6942538800,26F/55,AFLUENTE DA RIBEIRA DE SÃO DOMINGOS,37.9546,-8.55564,SADO,91.0,,,37.9546,-8.55564,ARH-ALENTEJO,SETÚBAL,SANTIAGO DO CACÉM,SÃO DOMINGOS,BARRANCO DE MARTINHANES,-,-,09-03-2015,-,DQA_ECOL_OPER,ATIVA
6942483390,23F/50,AFLUENTE DA RIBEIRA DE SÃO MARTINHO,38.43653,-8.62562,SADO,2.0,,,38.43653,-8.62562,ARH-ALENTEJO,SETÚBAL,ALCÁCER DO SAL,ALCÁCER DO SAL (SANTA MARIA DO CASTELO),RIBEIRA DE SÃO MARTINHO,-,-,17-02-2015,-,DQA_ECOL_OPER,ATIVA
6943772098,26G/58,AFLUENTE DA RIBEIRA DO ROXO,37.99479,-8.36884,SADO,46.0,,,37.99479,-8.36884,ARH-ALENTEJO,SETÚBAL,SANTIAGO DO CACÉM,ERMIDAS-SADO,BARRANCO DO VALE DO PEREIRO,-,-,10-03-2015,-,DQA_ECOL_OPER,ATIVA
6943772112,24H/53,AFLUENTE DA RIBEIRA VALE DA URSA,38.31864,-8.23873,SADO,87.0,,,38.31864,-8.23873,ARH-ALENTEJO,SETÚBAL,ALCÁCER DO SAL,TORRÃO,BARRANCO DE S. SOEIRO,-,-,11-03-2015,-,DQA_ECOL_OPER,ATIVA
6942483406,23H/50,AFLUENTE DA RIBEIRA VALE DA URSA - JUSANTE,38.35809,-8.22201,SADO,147.0,,,38.35809,-8.22201,ARH-ALENTEJO,ÉVORA,VIANA DO ALENTEJO,ALCÁÇOVAS,RIBEIRA DA URSA,-,-,06-03-2018,-,DQA_ECOL_OPER,ATIVA
6942525838,24E/51,AFLUENTE DA VALA REAL I,38.32236,-8.7626,SADO,5.0,,,38.32236,-8.7626,ARH-ALENTEJO,SETÚBAL,ALCÁCER DO SAL,COMPORTA,BARRANCO DA CARREGUEIRA,-,-,05-01-2016,-,DQA_ECOL_OPER,ATIVA
6942532722,24F/52,AFLUENTE DA VALA REAL III,38.28036,-8.64706,SADO,57.0,,,38.28036,-8.64706,ARH-ALENTEJO,SETÚBAL,GRÂNDOLA,GRÂNDOLA,RIBEIRA DO BREJO DO MOURO,-,-,01-02-2015,01-01-2020,DQA_ECOL_VIG,DESATIVADA
6942532724,24E/53,AFLUENTE DA VALA REAL IV,38.28641,-8.69529,SADO,36.0,,,38.28641,-8.69529,ARH-ALENTEJO,SETÚBAL,GRÂNDOLA,GRÂNDOLA,BARRANCO DE COELHEIROS,-,-,01-02-2015,01-01-2020,DQA_ECOL_VIG,DESATIVADA
8352933550,23F/53,AFLUENTE DO RIBEIRO DE ÁGUA COVA,38.364594,-8.548883,SADO,3.0,,,38.364594,-8.548883,ARH-ALENTEJO,SETÚBAL,ALCÁCER DO SAL,ALCÁCER DO SAL (SANTA MARIA DO CASTELO),,-,-,23-01-2018,-,DQA_QUIM_VIG / DQA_ECOL_VIG,ATIVA
6906727820,23K/56,AFLUENTE DO RIO DEGEBE,38.35466,-7.67719,GUADIANA,188.0,,,38.35466,-7.67719,ARH-ALENTEJO,ÉVORA,PORTEL,MONTE DO TRIGO,RIBEIRA DA HORTA VELHA,-,-,23-03-2015,-,DQA_ECOL_OPER / DQA_QUIM_OPER,ATIVA
6938738338,23E/50,AFLUENTE DO RIO SADO I,38.48411,-8.71898,SADO,1.0,,,38.48411,-8.71898,ARH-ALENTEJO,SETÚBAL,ALCÁCER DO SAL,ALCÁCER DO SAL (SANTA MARIA DO CASTELO),RIO SADO,-,-,05-01-2016,-,DQA_ECOL_OPER,ATIVA
6942525832,23E/52,AFLUENTE DO RIO SADO III,38.39384,-8.75514,SADO,11.0,,,38.39384,-8.75514,ARH-ALENTEJO,SETÚBAL,ALCÁCER DO SAL,COMPORTA,BARRANCO DOS PINHEIROS BRAVOS,-,-,23-02-2015,-,DQA_ECOL_VIG,ATIVA
6942525834,23E/53,AFLUENTE DO RIO SADO IV,38.404852,-8.712815,SADO,9.0,,,38.404852,-8.712815,ARH-ALENTEJO,SETÚBAL,ALCÁCER DO SAL,COMPORTA,BARRANCO DA CARRASQUEIRA,-,-,23-02-2015,-,DQA_ECOL_VIG,ATIVA
6943777774,24H/55,AFLUENTE DO RIO SADO IX,38.21332,-8.32693,SADO,18.0,,,38.21332,-8.32693,ARH-ALENTEJO,SETÚBAL,ALCÁCER DO SAL,TORRÃO,BARRANCO DO BREJO LARGO,-,-,16-03-2015,-,DQA_ECOL_VIG,ATIVA
8351750340,23F/51,AFLUENTE DO RIO SADO V,38.381639,-8.630025,SADO,18.0,,,38.381639,-8.630025,ARH-ALENTEJO,SETÚBAL,ALCÁCER DO SAL,ALCÁCER DO SAL (SANTA MARIA DO CASTELO),,-,-,23-01-2018,-,DQA_QUIM_VIG / DQA_ECOL_VIG,ATIVA
8352933546,23F/52,AFLUENTE DO RIO SADO VI,38.39715,-8.606561,SADO,3.0,,,38.39715,-8.606561,ARH-ALENTEJO,SETÚBAL,ALCÁCER DO SAL,ALCÁCER DO SAL (SANTA MARIA DO CASTELO),,-,-,23-01-2018,-,DQA_QUIM_VIG / DQA_ECOL_VIG,ATIVA
8352944590,24G/54,AFLUENTE DO RIO SADO VII,38.273947,-8.430669,SADO,17.0,,,38.273947,-8.430669,ARH-ALENTEJO,SETÚBAL,ALCÁCER DO SAL,TORRÃO,,-,-,23-01-2018,-,DQA_QUIM_VIG / DQA_ECOL_VIG,ATIVA
6943772116,24G/52,AFLUENTE DO RIO SADO VIII,38.25206,-8.37841,SADO,14.0,,,38.25206,-8.37841,ARH-ALENTEJO,SETÚBAL,ALCÁCER DO SAL,TORRÃO,,-,-,11-03-2015,-,DQA_ECOL_VIG,ATIVA
6943772108,24I/53,AFLUENTE DO RIO XARRAMA,38.32429,-8.16645,SADO,133.0,,,38.32429,-8.16645,ARH-ALENTEJO,ÉVORA,VIANA DO ALENTEJO,ALCÁÇOVAS,BARRANCO DO ANEL,-,-,11-03-2015,-,DQA_ECOL_VIG,ATIVA
9505767314,09K/06,AFONSIM,40.773155,-7.718344,VOUGA/RIBEIRAS COSTEIRAS,558.0,,,40.773155,-7.718344,ARH-CENTRO,-,-,-,,-,-,05-12-2022,-,-,ATIVA
304030478,10H/03,AGADÃO,40.544644,-8.321531,VOUGA/RIBEIRAS COSTEIRAS,138.0,,,40.544644,-8.321531,ARH-CENTRO,AVEIRO,ÁGUEDA,AGADÃO,RIO AGADAO,35.23,59.05,13-02-2001,-,Fluxo,ATIVA
9198880402,05G/14,AGRAS DE OLIVEIRA,41.37077,-8.34949,AVE,110.0,,,41.37077,-8.34949,ARH-NORTE,BRAGA,GUIMARÃES,MOREIRA DE CÓNEGOS,,-,-,31-05-2017,-,-,ATIVA
6786808700,03O/50,AGROCHÃO,41.6915,-7.0154,DOURO,431.0,,,41.6915,-7.0154,ARH-NORTE,BRAGANÇA,VINHAIS,AGROCHÃO,,-,-,20-05-2010,-,DQA_ECOL_VIG,ATIVA
9928833898,07F/25,AGUDA,41.043673,-8.652854,OCEANO ATLÂNTICO,0.0,,,41.043673,-8.652854,ARH-NORTE,-,-,-,,-,-,30-07-2010,-,-,ATIVA
10373093840,07F/13,AGUDA (V. N. GAIA) (Biota-Bivalves),41.04866,-8.6546,OCEANO ATLÂNTICO,3.0,,,41.04866,-8.6546,ARH-NORTE,-,-,-,,-,-,05-07-2016,-,-,ATIVA
13230983910,09G/14,AGUINCHEIRA,40.8341,-8.3746,VOUGA/RIBEIRAS COSTEIRAS,250.0,,,40.8341,-8.3746,ARH-NORTE,AVEIRO,VALE DE CAMBRA,ROGE,RIBEIRA DAS CABRAS OU DE CABRIA,-,-,15-05-2024,-,DQA,ATIVA
6786917470,05P/52,ALAMBIQUES,41.3521,-6.9494,DOURO,554.0,,,41.3521,-6.9494,ARH-NORTE,BRAGANÇA,ALFÂNDEGA DA FÉ,ALFÂNDEGA DA FÉ,,-,-,27-05-2010,10-12-2010,DQA_ECOL_VIG,DESATIVADA
3456570266,19O/10,ALB. ABRILONGO,39.0996,-7.12567,GUADIANA,240.0,,,39.0996,-7.12567,ARH-ALENTEJO,PORTALEGRE,CAMPO MAIOR,NOSSA SENHORA DA GRAÇA DOS DEGOLADOS,RIBEIRA DO ABRILONGO,-,-,18-05-2010,02-11-2010,DQA_ECOL_OPER,DESATIVADA
4074389760,19O/01C,ALB. ABRILONGO INT (C),39.09739,-7.12463,GUADIANA,240.0,,,39.09739,-7.12463,ARH-ALENTEJO,PORTALEGRE,CAMPO MAIOR,NOSSA SENHORA DA GRAÇA DOS DEGOLADOS,RIBEIRA DO ABRILONGO,-,-,23-08-2009,-,DQA_ECOL_VIG,ATIVA
60003,11H/05,ALB. AGUIEIRA,40.34059,-8.19633,MONDEGO,113.0,,,40.34059,-8.19633,ARH-CENTRO,COIMBRA,PENACOVA,TRAVANCA DO MONDEGO,RIO MONDEGO,3069.04,91.15,18-04-1989,19-11-2013,CAPTAÇÃO-75-440 / EXTRACÇÃO / NITRATOS-EST_TRÓFICO / DQA_QUIM_VIG,DESATIVADA
6791607822,11H/07,ALB. AGUIEIRA - CRIZ,40.37717,-8.1773,MONDEGO,113.0,,,40.37717,-8.1773,ARH-CENTRO,VISEU,SANTA COMBA DÃO,COUTO DO MOSTEIRO,RIO MONDEGO,-,-,26-02-2014,-,DQA_ECOL_OPER,ATIVA
7591079094,11H/07C,ALB. AGUIEIRA - CRIZ (C),40.37717,-8.1773,MONDEGO,113.0,,,40.37717,-8.1773,ARH-CENTRO,VISEU,SANTA COMBA DÃO,COUTO DO MOSTEIRO,RIO MONDEGO,-,-,26-02-2014,-,DQA_ECOL_OPER,ATIVA
7591079098,11H/07F,ALB. AGUIEIRA - CRIZ (F),40.37717,-8.1773,MONDEGO,113.0,,,40.37717,-8.1773,ARH-CENTRO,VISEU,SANTA COMBA DÃO,COUTO DO MOSTEIRO,RIO MONDEGO,-,-,26-02-2014,-,DQA_ECOL_OPER,ATIVA
7922224004,11H/10,ALB. AGUIEIRA - MARINA,40.33744,-8.18444,MONDEGO,113.0,,,40.33744,-8.18444,ARH-CENTRO,-,-,-,RIO MONDEGO,-,-,01-01-2015,01-01-2020,DQA,EXTINTA
9198880562,11H/02,ALB. AGUIEIRA - MORTÁGUA - CAPT. 48,40.387117,-8.17543,MONDEGO,113.0,,,40.387117,-8.17543,ARH-CENTRO,VISEU,MORTÁGUA,UNIÃO DAS FREGUESIAS DE MORTÁGUA  VALE DE REMÍGIO  CORTEGAÇA E ALMAÇA,,-,-,25-10-2017,-,CAPTAÇÃO,ATIVA
7945659550,11I/14C,ALB. AGUIEIRA - PINHEIRO DE ÁZERE / TÁBUA (C),40.354994,-8.097867,MONDEGO,113.0,,,40.354994,-8.097867,ARH-CENTRO,-,-,-,RIO MONDEGO,-,-,16-02-2015,-,DQA,ATIVA
7922224008,11I/14S,ALB. AGUIEIRA - PINHEIRO DE ÁZERE / TÁBUA (S),40.354994,-8.097867,MONDEGO,113.0,,,40.354994,-8.097867,ARH-CENTRO,-,-,-,RIO MONDEGO,-,-,16-02-2015,-,DQA,ATIVA
244125420,11I/10,ALB. AGUIEIRA - S. JOÃO AREIAS/TÁBUA - CAPT. 22,40.3724,-8.061369,MONDEGO,113.0,,,40.3724,-8.061369,ARH-CENTRO,VISEU,SANTA COMBA DÃO,SÃO JOÃO DE AREIAS,RIO MONDEGO,1543.8,106.79,19-02-2001,-,CAPTAÇÃO-75-440 / EXTRACÇÃO / DQA_QUIM_VIG,ATIVA
244005532,11I/11,ALB. AGUIEIRA - SANTA COMBA DÃO - GRANJAL,40.3978,-8.12374,MONDEGO,122.0,,,40.3978,-8.12374,ARH-CENTRO,VISEU,SANTA COMBA DÃO,SANTA COMBA DÃO,RIO DÃO,1141.4,102.41,19-02-2001,-,DQA_QUIM_VIG,ATIVA
7578260478,11I/11C,ALB. AGUIEIRA - SANTA COMBA DÃO - GRANJAL (C),40.3978,-8.12374,MONDEGO,122.0,,,40.3978,-8.12374,ARH-CENTRO,VISEU,SANTA COMBA DÃO,SANTA COMBA DÃO,RIO DÃO,-,-,24-02-2014,-,DQA_QUIM_VIG,ATIVA
7578260482,11I/11F,ALB. AGUIEIRA - SANTA COMBA DÃO - GRANJAL (F),40.3978,-8.12374,MONDEGO,122.0,,,40.3978,-8.12374,ARH-CENTRO,VISEU,SANTA COMBA DÃO,SANTA COMBA DÃO,RIO DÃO,-,-,24-02-2014,-,DQA_QUIM_VIG,ATIVA
10025458822,03N/07,ALB. AGUIEIRAS,41.73369,-7.19015,DOURO,343.0,,,41.73369,-7.19015,AdN,-,-,-,,-,-,14-07-2014,-,-,ATIVA
8734102900,11H/11F,ALB. AGUIEIRA_est 1 fundo - CCHE,40.34372,-8.19408,MONDEGO,113.0,,,40.34372,-8.19408,EDP,VISEU,MORTÁGUA,ALMAÇA,RIO MONDEGO,-,-,15-03-2010,-,TURH,ATIVA
8734102888,11H/11C,ALB. AGUIEIRA_est 1 int - CCHE,40.34372,-8.19408,MONDEGO,113.0,,,40.34372,-8.19408,EDP,VISEU,MORTÁGUA,ALMAÇA,RIO MONDEGO,-,-,15-03-2010,-,TURH,ATIVA
8734102896,11H/11M,ALB. AGUIEIRA_est 1 meio - CCHE,40.34372,-8.19408,MONDEGO,113.0,,,40.34372,-8.19408,EDP,VISEU,MORTÁGUA,ALMAÇA,RIO MONDEGO,-,-,15-03-2010,-,TURH,ATIVA
8734102892,11H/11P,ALB. AGUIEIRA_est 1 perfil - CCHE,40.34372,-8.19408,MONDEGO,113.0,,,40.34372,-8.19408,EDP,VISEU,MORTÁGUA,ALMAÇA,RIO MONDEGO,-,-,15-03-2010,-,TURH,ATIVA
7275904694,11H/09F,ALB. AGUIEIRA_est 2 fundo - CCHE,40.33744,-8.18444,MONDEGO,113.0,,,40.33744,-8.18444,EDP,VISEU,SANTA COMBA DÃO,OVOA,RIO MONDEGO,-,-,28-01-2014,-,TURH,ATIVA
6857925158,11H/09C,ALB. AGUIEIRA_est 2 int - CCHE,40.33744,-8.18444,MONDEGO,113.0,,,40.33744,-8.18444,EDP,VISEU,SANTA COMBA DÃO,OVOA,RIO MONDEGO,-,-,15-03-2010,-,TURH,ATIVA
7275904690,11H/09M,ALB. AGUIEIRA_est 2 meio - CCHE,40.33744,-8.18444,MONDEGO,113.0,,,40.33744,-8.18444,EDP,VISEU,SANTA COMBA DÃO,OVOA,RIO MONDEGO,-,-,28-01-2014,-,TURH,ATIVA
7272670184,11H/09P,ALB. AGUIEIRA_est 2 perfil - CCHE,40.33744,-8.18444,MONDEGO,113.0,,,40.33744,-8.18444,EDP,VISEU,SANTA COMBA DÃO,OVOA,RIO MONDEGO,-,-,15-03-2010,-,TURH,ATIVA
100567551,29M/03F,ALB. ALCOUTIM (F),37.47,-7.492535,GUADIANA,56.0,,,37.47,-7.492535,ARH-ALGARVE,FARO,ALCOUTIM,ALCOUTIM,BARRANCO DOS LADROES,23.39,42.19,17-05-2000,18-09-2002,CAPTAÇÃO-75-440 / EXTRACÇÃO,DESATIVADA
100567550,29M/03S,ALB. ALCOUTIM (S),37.47,-7.492535,GUADIANA,56.0,,,37.47,-7.492535,ARH-ALGARVE,FARO,ALCOUTIM,ALCOUTIM,BARRANCO DOS LADROES,23.39,42.19,17-05-2000,13-09-2011,CAPTAÇÃO-75-440 / EXTRACÇÃO / LE(CAPTAÇÃO),DESATIVADA
9343897864,06Q/03C,ALB. ALDEADÁVILA (C),41.213585,-6.683815,DOURO,333.0,,,41.213585,-6.683815,ARH-NORTE,BRAGANÇA,MOGADOURO,BRUÇÓ,,-,-,20-06-2019,-,-,ATIVA
318089750,24M/05F,ALB. ALQUEVA (F),38.19796,-7.49523,GUADIANA,121.0,,,38.19796,-7.49523,ARH-ALENTEJO,BEJA,MOURA,MOURA (SÃO JOÃO BAPTISTA),RIO GUADIANA,55288.95,159.65,15-01-2003,10-12-2004,IMPACTO / FLUXO-LE,DESATIVADA
318022020,24M/05M,ALB. ALQUEVA (M),38.19796,-7.49523,GUADIANA,121.0,,,38.19796,-7.49523,ARH-ALENTEJO,BEJA,MOURA,MOURA (SÃO JOÃO BAPTISTA),RIO GUADIANA,55288.95,159.65,15-01-2003,10-12-2004,IMPACTO / FLUXO-LE,DESATIVADA
318012280,24M/05S,ALB. ALQUEVA (S),38.19796,-7.49523,GUADIANA,121.0,,,38.19796,-7.49523,ARH-ALENTEJO,BEJA,MOURA,MOURA (SÃO JOÃO BAPTISTA),RIO GUADIANA,55288.95,159.65,15-01-2003,10-12-2004,IMPACTO / FLUXO-LE / NITRATOS-EST_TRÓFICO / DQA_QUIM_VIG / DQA_ECOL_OPER,DESATIVADA
8956792692,12J/07F,ALB. ALTO CEIRA_est 1 fundo - CCHE,40.189639,-7.845694,MONDEGO,670.0,,,40.189639,-7.845694,EDP,COIMBRA,PAMPILHOSA DA SERRA,FAJÃO,RIO CEIRA,-,-,28-04-2015,-,TURH,ATIVA
8956781380,12J/07C,ALB. ALTO CEIRA_est 1 int - CCHE,40.189639,-7.845694,MONDEGO,670.0,,,40.189639,-7.845694,EDP,COIMBRA,PAMPILHOSA DA SERRA,FAJÃO,RIO CEIRA,-,-,28-04-2015,-,TURH,ATIVA
8956792696,12J/07P,ALB. ALTO CEIRA_est 1 perfil - CCHE,40.189639,-7.845694,MONDEGO,670.0,,,40.189639,-7.845694,EDP,COIMBRA,PAMPILHOSA DA SERRA,FAJÃO,RIO CEIRA,-,-,28-04-2015,-,TURH,ATIVA
60231,03J/07,ALB. ALTO CÁVADO,41.801783,-7.87548,CÁVADO/RIBEIRAS COSTEIRAS,881.0,,,41.801783,-7.87548,ARH-NORTE,VILA REAL,MONTALEGRE,SEZELHE,RIO CÁVADO,90.27,108.31,18-10-1995,-,DQA_QUIM_VIG,ATIVA
6862650604,03J/11C,ALB. ALTO CÁVADO_est 1 int - CCHE,41.804583,-7.873583,CÁVADO/RIBEIRAS COSTEIRAS,881.0,,,41.804583,-7.873583,EDP,VILA REAL,MONTALEGRE,SEZELHE,RIO CÁVADO,-,-,26-01-2010,-,TURH/ PISC-SALM-78-659,ATIVA
7378249394,03J/11P,ALB. ALTO CÁVADO_est 1 perfil - CCHE,41.804583,-7.873583,CÁVADO/RIBEIRAS COSTEIRAS,881.0,,,41.804583,-7.873583,EDP,VILA REAL,MONTALEGRE,SEZELHE,RIO CÁVADO,-,-,26-01-2010,-,TURH,ATIVA
8621257222,03J/11S,ALB. ALTO CÁVADO_est 1 sup - CCHE,41.804583,-7.873583,CÁVADO/RIBEIRAS COSTEIRAS,881.0,,,41.804583,-7.873583,EDP,VILA REAL,MONTALEGRE,SEZELHE,RIO CÁVADO,-,-,01-01-2008,01-01-2020,TURH,DESATIVADA
60399,02H/03,ALB. ALTO LINDOSO,41.87226,-8.2022,LIMA,318.0,,,41.87226,-8.2022,ARH-NORTE,VIANA DO CASTELO,ARCOS DE VALDEVEZ,SOAJO,RIO LIMA,1510.91,67.37,04-11-1996,-,FLUXO-TFRONT-LE(PISC-SALM) / DQA_QUIM_VIG / CADC,ATIVA
8727700014,02H/59C,ALB. ALTO LINDOSO_est 1 int - CCHE,41.87364,-8.19917,LIMA,318.0,,,41.87364,-8.19917,EDP,VIANA DO CASTELO,PONTE DA BARCA,LINDOSO,RIO LIMA,-,-,19-01-2010,-,TURH,ATIVA
8727763030,02H/59P,ALB. ALTO LINDOSO_est 1 perfil - CCHE,41.87364,-8.19917,LIMA,318.0,,,41.87364,-8.19917,EDP,VIANA DO CASTELO,PONTE DA BARCA,LINDOSO,RIO LIMA,-,-,19-01-2010,-,TURH,ATIVA
6862568696,02H/55C,ALB. ALTO LINDOSO_est 2 int - CCHE,41.875861,-8.188361,LIMA,318.0,,,41.875861,-8.188361,EDP,VIANA DO CASTELO,PONTE DA BARCA,LINDOSO,RIO LIMA,-,-,19-01-2010,-,TURH,ATIVA
7272682020,02H/55P,ALB. ALTO LINDOSO_est 2 perfil - CCHE,41.875861,-8.188361,LIMA,318.0,,,41.875861,-8.188361,EDP,VIANA DO CASTELO,PONTE DA BARCA,LINDOSO,RIO LIMA,-,-,19-01-2010,-,TURH,ATIVA
60234,03J/09,ALB. ALTO RABAGÃO,41.749366,-7.847322,CÁVADO/RIBEIRAS COSTEIRAS,845.0,,,41.749366,-7.847322,AdN,VILA REAL,MONTALEGRE,VIADE DE BAIXO,RIO RABAGÃO,103.38,106.27,13-02-1995,-,IMPACTO / PISC-CIP-78-659 / CAPTAÇÃO / DQA_QUIM_VIG,ATIVA
8727817712,03J/17C,ALB. ALTO RABAGÃO_est 1 int - CCHE,41.742,-7.85317,CÁVADO/RIBEIRAS COSTEIRAS,845.0,,,41.742,-7.85317,EDP,VILA REAL,MONTALEGRE,VIADE DE BAIXO,RIO RABAGÃO,-,-,02-03-2010,-,TURH,ATIVA
8727829172,03J/17P,ALB. ALTO RABAGÃO_est 1 perfil - CCHE,41.742,-7.85317,CÁVADO/RIBEIRAS COSTEIRAS,845.0,,,41.742,-7.85317,EDP,VILA REAL,MONTALEGRE,VIADE DE BAIXO,RIO RABAGÃO,-,-,02-03-2010,-,TURH,ATIVA
6862650996,03J/13C,ALB. ALTO RABAGÃO_est 2 int - CCHE,41.741111,-7.840917,CÁVADO/RIBEIRAS COSTEIRAS,845.0,,,41.741111,-7.840917,EDP,VILA REAL,MONTALEGRE,VIADE DE BAIXO,RIO RABAGÃO,-,-,02-03-2010,-,TURH,ATIVA
7378249534,03J/13P,ALB. ALTO RABAGÃO_est 2 perfil - CCHE,41.741111,-7.840917,CÁVADO/RIBEIRAS COSTEIRAS,845.0,,,41.741111,-7.840917,EDP,VILA REAL,MONTALEGRE,VIADE DE BAIXO,RIO RABAGÃO,-,-,02-03-2010,-,TURH,ATIVA
60015,24J/02,ALB. ALVITO,38.279764,-7.909861,SADO,189.0,,,38.279764,-7.909861,ÁGUAS PÚBLICAS DO ALENTEJO S.A.,BEJA,CUBA,VILA ALVA,RIBEIRA DE ODIVELAS OU ORIOLA OU ALVITO,210.77,136.97,18-10-1994,-,CAPTAÇÃO-75-440 / PISC-CIP / NITRATOS / DQA_QUIM_VIG,ATIVA
4074150862,24J/06C,ALB. ALVITO INT (C),38.28229,-7.91313,SADO,188.0,,,38.28229,-7.91313,ARH-ALENTEJO/ÁGUAS PÚBLICAS DO ALENTEJO S.A.,BEJA,CUBA,VILA RUIVA,RIBEIRA DE ODIVELAS OU ORIOLA OU ALVITO,-,-,23-08-2009,02-11-2010,DQA_ECOL_VIG,DESATIVADA
